country_code,year,gdp_current_usd,gdp_per_capita_usd,agriculture_pct_gdp,population
EMU,1973,1146929346320.65,3856.34,2.66683418642938,297413652
EMU,1974,1300640475270.6,4349.02,2.66683418642938,299065145
EMU,1975,1507769269988.61,5017.26,2.66683418642938,300516726
EMU,1976,1573201555133.45,5212.65,2.66683418642938,301804324
EMU,1977,1790121849729.2,5907.57,2.66683418642938,303021757
EMU,1978,2191877722237.84,7203.61,2.66683418642938,304275086
EMU,1979,2655412251166.7,8690.84,2.66683418642938,305541545
EMU,1980,2973694924193.75,9689.64,2.66683418642938,306894340
EMU,1981,2583763815177.7,8385.37,2.66683418642938,308127421
EMU,1982,2500976094855.11,8096.36,2.66683418642938,308901125
EMU,1983,2440096224414.65,7882.89,2.66683418642938,309543455
EMU,1984,2341108054746.11,7550.83,2.66683418642938,310046458
EMU,1985,2404986753295.59,7742.6,2.66683418642938,310617659
EMU,1986,3377295853623.19,10846.47,2.66683418642938,311372728
EMU,1987,4177529771751.75,13379.95,2.66683418642938,312223048
EMU,1988,4594903614804.26,14667.43,2.66683418642938,313272522
EMU,1989,4693107413339.75,14916.08,2.66683418642938,314634075
EMU,1990,5905615266811.65,18683.51,2.66683418642938,316087007
EMU,1991,6127707302712.63,19305.47,2.66683418642938,317407910
EMU,1992,6750506224912.11,21178.53,2.50384234977987,318742973
EMU,1993,6180487033219.2,19310.81,2.29676801734955,320053176
EMU,1994,6531158637825.7,20344.77,2.33615720597707,321024031
EMU,1995,7540043718350.13,23430.24,2.31168882218664,321808185
EMU,1996,7629501026055.96,23652.35,2.34882862157432,322568383
EMU,1997,6977670410602.33,21582.23,2.30963440209264,323306275
EMU,1998,7174357611624.96,22144.69,2.22396312235549,323976358
EMU,1999,7148860255013.26,22011.26,2.1116966913403,324781951
EMU,2000,6528628817962.73,20039.4,2.06640295913504,325789631
EMU,2001,6631899417554.06,20289.65,2.0672806004565,326861195
EMU,2002,7241862819845.99,22047.28,1.94079906529826,328469678
EMU,2003,8921228124667.76,27010.59,1.87621437577741,330286340
EMU,2004,10231007049211.6,30803.29,1.852644772797,332140117
